orthographe;classe;freqfilms;nblettres
accidentée;NOM;0.01;10
accidentées;ADJ;0.02;11
accidentés;ADJ;0.04;10
accidentés;NOM;0.28;10
acclama;VER;0;7
acclamaient;VER;0.09;11
acclamait;VER;0.04;9
acclamant;VER;0;9
acclamation;NOM;0.2;11
acclamations;NOM;2.65;12
acclame;VER;0.19;7
acclament;VER;0.18;9
acclamer;VER;0.2;8
acclamera;VER;0.04;9
acclamerait;VER;0.01;11
acclameront;VER;0.03;11
acclamez;VER;0.25;8
acclamiez;VER;0.01;9
acclamons;VER;0.05;9
acclamé;VER;0.44;7
acclamée;VER;0.17;8
acclamées;VER;0.02;9
acclamés;VER;0.04;8
acclimata;VER;0;9
acclimatai;VER;0;10
acclimatation;NOM;0.14;13
acclimate;VER;0.01;9
acclimatement;NOM;0;13
acclimatent;VER;0.01;11
acclimater;VER;0.45;10
acclimaterait;VER;0;13
acclimates;VER;0;10
acclimatez;VER;0.02;10
acclimaté;VER;0.02;9
acclimatés;VER;0.01;10
accointance;NOM;0.14;11
accointances;NOM;0;12
accointé;VER;0;8
accointés;VER;0;9
accola;VER;0;6
accolade;NOM;0.84;8
accolades;NOM;0.12;9
accolait;VER;0;8
accolant;VER;0.14;8
accole;VER;0;6
accolement;NOM;0;10
accolent;VER;0;8
accoler;VER;0;7
accolerais;VER;0.01;10
accolé;VER;0.03;6
accolée;VER;0.14;7
accolée;ADJ;0;7
accolées;VER;0;8
accolées;ADJ;0;8
accolés;VER;0;7
accolés;ADJ;0;7
accommoda;VER;0;9
accommodai;VER;0;10
accommodaient;VER;0;13
accommodais;VER;0.01;11
accommodait;VER;0.01;11
accommodant;ADJ;0.22;11
accommodant;VER;0;11
accommodante;ADJ;0.14;12
accommodantes;ADJ;0;13
accommodants;ADJ;0.04;12
accommodation;NOM;0.04;13
accommodatrices;ADJ;0;15
accommode;VER;0.78;9
accommodement;NOM;0.11;13
accommodements;NOM;0;14
accommodent;VER;0.13;11
accommoder;VER;0.69;10
accommodera;VER;0.01;11
accommoderai;VER;0.06;12
accommoderaient;VER;0;15
accommoderais;VER;0.16;13
accommoderait;VER;0.11;13
accommoderez;VER;0.02;12
accommoderions;VER;0;14
accommoderont;VER;0.01;13
accommodions;VER;0;12
accommodons;VER;0;11
accommodât;VER;0;10
accommodèrent;VER;0.1;13
accommodé;VER;0.13;9
accommodée;VER;0.03;10
accommodés;VER;0;10
accompagna;VER;0.15;10
accompagnai;VER;0.03;11
accompagnaient;VER;0.43;14
accompagnais;VER;0.4;12
accompagnait;VER;2.04;12
accompagnant;ADJ;0.01;12
accompagnant;VER;0.61;12
accompagnateur;NOM;0.4;14
accompagnateurs;NOM;0.29;15
accompagnatrice;NOM;0.09;15
accompagnatrices;NOM;0.02;16
accompagne;VER;33.28;10
accompagnement;NOM;0.61;14
accompagnements;NOM;0.03;15
accompagnent;VER;2.08;12
accompagner;VER;24.87;11
accompagnera;VER;1.81;12
accompagnerai;VER;1.01;13
accompagneraient;VER;0;16
accompagnerais;VER;0.16;14
accompagnerait;VER;0.09;14
accompagneras;VER;0.52;13
accompagnerez;VER;0.65;13
accompagneriez;VER;0.12;14
accompagnerons;VER;0.25;14
accompagneront;VER;0.52;14
accompagnes;VER;5.48;11
accompagnez;VER;4.41;11
accompagniez;VER;0.45;12
accompagnions;VER;0.02;13
accompagnons;VER;0.73;12
accompagnâmes;VER;0;13
accompagnât;VER;0;11
accompagnèrent;VER;0;14
accompagné;VER;5.67;10
accompagné;ADJ;0.93;10
accompagnée;VER;3.67;11
accompagnée;ADJ;0.38;11
accompagnées;VER;0.1;12
accompagnées;ADJ;0.02;12
accompagnés;VER;1;11
accompagnés;ADJ;0.25;11
accompli;ADJ;1.41;8
accompli;NOM;0.02;8
accompli;VER;5.98;8
accomplie;ADJ;3;9
accomplie;VER;1.05;9
accomplies;ADJ;0.05;10
accomplies;VER;0.23;10
accomplir;VER;9.31;9
accomplira;VER;0.55;10
accomplirai;VER;0.33;11
accompliraient;VER;0.01;14
accomplirais;VER;0;12
accomplirait;VER;0.12;12
accompliras;VER;0.05;11
accomplirent;VER;0.01;12
accomplirez;VER;0.09;11
accomplirons;VER;0.17;12
accompliront;VER;0.04;12
accomplis;ADJ;0.33;9
accomplis;VER;1.51;9
accomplissaient;VER;0;15
accomplissais;VER;0.02;13
accomplissait;VER;0.05;13
accomplissant;VER;0.17;13
accomplisse;VER;1.04;11
accomplissement;NOM;1.27;15
accomplissements;NOM;0.22;16
accomplissent;VER;1.12;13
accomplissez;VER;0.54;12
accomplissiez;VER;0.02;13
accomplissions;VER;0.16;14
accomplissons;VER;0.28;13
accomplit;VER;2.14;9
accomplît;VER;0;9
accord;NOM;761.77;6
accorda;VER;0.38;7
accordai;VER;0;8
accordaient;VER;0.17;11
accordailles;NOM;0;12
accordais;VER;0.44;9
accordait;VER;0.7;9
accordant;VER;0.24;9
accordas;VER;0.01;8
accordassent;VER;0;12
accorde;VER;17.04;7
accordement;NOM;0;11
accordent;VER;1.31;9
accorder;VER;10.59;8
accordera;VER;0.98;9
accorderai;VER;0.46;10
accorderaient;VER;0;13
accorderais;VER;0.24;11
accorderait;VER;0.08;11
accorderas;VER;0.06;10
accorderez;VER;0.52;10
accorderiez;VER;0.14;11
accorderons;VER;0.14;11
accorderont;VER;0.14;11
accordes;VER;1.23;8
accordeur;NOM;0.25;9
accordez;VER;6;8
accordiez;VER;0.3;9
accordions;VER;0.05;10
accordo;NOM;0.01;7
accordons;VER;0.75;9
accords;NOM;4.42;7
accordât;VER;0;8
accordèrent;VER;0.01;11
accordé;VER;6.87;7
accordé;NOM;1.22;7
accordée;VER;2.23;8
accordée;NOM;1.06;8
accordées;VER;0.36;9
accordées;NOM;0.16;9
accordéon;NOM;3.02;9
accordéoniste;NOM;0.26;13
accordéonistes;NOM;0;14
accordéons;NOM;0.22;10
accordés;VER;0.85;8
accordés;NOM;0.15;8
accore;ADJ;0;6
accores;NOM;0;7
accort;ADJ;0.01;6
accorte;ADJ;0.02;7
accortes;ADJ;0;8
accorts;ADJ;0;7
accosta;VER;0.11;7
accostage;NOM;0.47;9
accostaient;VER;0;11
accostais;VER;0;9
accostait;VER;0.11;9
accostant;ADJ;0;9
accostant;VER;0.01;9
accoste;VER;0.27;7
accostent;VER;0.13;9
accoster;VER;0.67;8
accosterez;VER;0.03;10
accosterons;VER;0.01;11
accostez;VER;0.14;8
accostiez;VER;0.01;9
accostons;VER;0.01;9
accosté;VER;0.23;7
accostée;VER;0.15;8
accostées;VER;0;9
accota;VER;0;6
accotaient;VER;0;10
accotait;VER;0;8
accotant;VER;0;8
accote;VER;0;6
accotement;NOM;0.01;10
accotements;NOM;0;11
accotent;VER;0;8
accoter;VER;0;7
accotoirs;NOM;0;9
accotons;VER;0;8
accotèrent;VER;0;10
accoté;VER;0;6
accotée;VER;0;7
accotées;VER;0;8
accotés;VER;0;7
accotés;NOM;0;7
accoucha;VER;0.14;8
accouchaient;VER;0.03;12
accouchais;VER;0.05;10
accouchait;VER;0.17;10
accouchant;ADJ;0.12;10
accouchant;VER;0.58;10
accouche;VER;4.54;8
accouchement;NOM;5.47;12
accouchements;NOM;0.48;13
accouchent;VER;0.08;10
accoucher;VER;6.56;9
accouchera;VER;0.04;10
accoucherait;VER;0.16;12
accoucheras;VER;0.14;11
accouches;VER;0.46;9
accoucheur;NOM;0.06;10
accoucheurs;NOM;0;11
accoucheuse;NOM;0.13;11
accouchez;VER;0.29;9
accouché;VER;3.08;8
accouchée;VER;0.16;9
accouchée;NOM;0.02;9
accouchées;NOM;0.37;10
accouchés;VER;0.01;9
accouda;VER;0;7
accoudai;VER;0;8
accoudaient;VER;0;11
accoudais;VER;0;9
accoudait;VER;0;9
accoudant;VER;0;9
accoude;VER;0.02;7
accouder;VER;0.01;8
accoudions;VER;0;10
accoudoir;NOM;0.4;9
accoudoirs;NOM;0.06;10
accoudons;VER;0;9
accoudèrent;VER;0;11
accoudé;VER;0.25;7
accoudé;ADJ;0;7
accoudée;VER;0.03;8
accoudée;ADJ;0;8
accoudées;VER;0;9
accoudés;VER;0.03;8
accoudés;ADJ;0;8
accoupla;VER;0.01;8
accouplaient;VER;0.01;12
accouplais;VER;0;10
accouplait;VER;0.01;10
accouplant;VER;0.06;10
accouple;VER;0.34;8
accouplement;NOM;0.72;12
accouplements;NOM;0.05;13
accouplent;VER;0.49;10
accoupler;VER;0.83;9
accouplera;VER;0.05;10
accouplerait;VER;0;12
accoupleront;VER;0.03;12
accouplèrent;VER;0;12
accouplé;VER;0.06;8
accouplée;VER;0.01;9
accouplées;VER;0.11;10
accouplés;VER;0.12;9
accouraient;VER;0.04;11
accourais;VER;0.01;9
accourait;VER;0.16;9
accourant;VER;0.02;9
accourcissant;VER;0;13
accoure;VER;0.15;7
accourent;VER;0.32;9
accoures;VER;0.01;8
accourez;VER;0.37;8
accouriez;VER;0.01;9
accourir;VER;0.57;8
accourons;VER;0.29;9
accourra;VER;0.05;8
accourrai;VER;0.03;9
accourraient;VER;0;12
accourrais;VER;0.02;10
accourrait;VER;0.04;10
accourront;VER;0.04;10
accours;VER;0.7;7
accourt;VER;0.91;7
accouru;VER;0.6;7
accourue;VER;0.01;8
accourues;VER;0.14;9
accoururent;VER;0.21;11
accourus;VER;0.34;8
accourussent;VER;0;12
accourut;VER;0.14;8
accourût;VER;0;8
accoutre;VER;0;8
accoutrement;NOM;1.19;12
accoutrements;NOM;0.11;13
accoutré;VER;0.04;8
accoutré;ADJ;0.02;8
accoutrée;VER;0;9
accoutrée;ADJ;0;9
accoutrés;VER;0.02;9
accoutrés;ADJ;0;9
accoutuma;VER;0;9
accoutumai;VER;0;10
accoutumaient;VER;0;13
accoutumais;VER;0;11
accoutumait;VER;0;11
accoutumance;NOM;0.2;12
accoutumances;NOM;0.1;13
accoutumant;VER;0;11
accoutume;VER;0.03;9
accoutument;VER;0;11
accoutumer;VER;0.33;10
accoutumerait;VER;0;13
accoutumé;VER;0.39;9
accoutumé;ADJ;0.02;9
accoutumée;VER;0.11;10
accoutumée;ADJ;0.08;10
accoutumées;VER;0;11
accoutumées;ADJ;0.14;11
accoutumés;VER;0.02;10
accoutumés;ADJ;0.01;10
accouvée;VER;0;8
accras;NOM;0.1;6
accro;ADJ;6.22;5
accro;NOM;1.66;5
accroc;NOM;1.67;6
accrocha;VER;0.02;8
accrochage;NOM;1.44;10
accrochages;NOM;0.62;11
accrochai;VER;0;9
accrochaient;VER;0.06;12
accrochais;VER;0.47;10
accrochait;VER;0.56;10
accrochant;ADJ;0;10
accrochant;VER;0.43;10
accroche;NOM;0.45;8
accroche;VER;16.39;8
accroche-coeur;NOM;0;14
accroche-coeurs;NOM;0;15
accrochent;VER;1.37;10
accrocher;VER;10.46;9
accrochera;VER;0.15;10
accrocherai;VER;0.38;11
accrocheraient;VER;0;14
accrocherais;VER;0.04;12
accrocherait;VER;0.04;12
accrocherez;VER;0.17;11
accrocheriez;VER;0;12
accrocheront;VER;0.02;12
accroches;NOM;0.2;9
accroches;VER;2.09;9
accrocheur;ADJ;0.55;10
accrocheurs;ADJ;0.03;11
accrocheuse;ADJ;0.02;11
accrocheuses;ADJ;0;12
accrochez;VER;8.03;9
accrochiez;VER;0.17;10
accrochions;VER;0.02;11
accrochons;VER;0.12;10
accrochât;VER;0;9
accrochèrent;VER;0.02;12
accroché;VER;6.13;8
accroché;ADJ;0.9;8
accrochée;VER;2.06;9
accrochée;ADJ;0.17;9
accrochées;VER;0.8;10
accrochées;ADJ;0.06;10
accrochés;VER;1.56;9
accrochés;ADJ;0.2;9
accrocs;NOM;0.23;7
accroire;VER;0.02;8
accrois;VER;0.01;7
accroissaient;VER;0.01;13
accroissait;VER;0;11
accroissant;VER;0.04;11
accroisse;VER;0;9
accroissement;NOM;0.41;13
accroissent;VER;0.04;11
accroissez;VER;0.04;10
accros;ADJ;0.59;6
accros;NOM;0.9;6
accroupi;ADJ;0.16;8
accroupi;VER;0.72;8
accroupie;ADJ;0.25;9
accroupie;VER;0.47;9
accroupies;ADJ;0;10
accroupies;VER;0;10
accroupir;VER;0.09;9
accroupirent;VER;0;12
accroupis;ADJ;0.17;9
accroupis;VER;0.23;9
accroupissaient;VER;0;15
accroupissais;VER;0.01;13
accroupissait;VER;0.15;13
accroupissant;VER;0;13
accroupisse;VER;0.01;11
accroupissement;NOM;0;15
accroupissent;VER;0.02;13
accroupissons;VER;0;13
accroupit;VER;0.29;9
accroît;VER;1.12;7
accroîtra;VER;0.12;9
accroîtrait;VER;0.01;11
accroître;VER;1.46;9
accroîtront;VER;0.01;11
accru;VER;0.39;5
accru;ADJ;0.24;5
accrue;VER;0.1;6
accrue;ADJ;0.29;6
accrue;NOM;0;6
accrues;VER;0.1;7
accrues;ADJ;0.02;7
accrurent;VER;0.01;9
accrus;VER;0.04;6
accrus;ADJ;0.01;6
accrut;VER;0.02;6
accrédita;VER;0;9
accréditaient;VER;0.01;13
accréditait;VER;0;11
accréditant;VER;0;11
accréditation;NOM;0.19;13
accréditations;NOM;0.07;14
accréditer;VER;0.03;10
accréditif;NOM;0;10
accrédité;VER;0.03;9
accrédité;ADJ;0.07;9
accréditée;VER;0.04;10
accréditée;ADJ;0.02;10
accrédités;VER;0.23;10
accrédités;ADJ;0.04;10
accrédités;NOM;0;10
accrétion;NOM;0.03;9
accrût;VER;0;6
accu;NOM;0;4
accueil;NOM;13.83;7
accueillaient;VER;0;13
accueillais;VER;0.26;11
accueillait;VER;0.42;11
accueillant;ADJ;1.21;11
accueillant;VER;0.25;11
accueillante;ADJ;0.47;12
accueillantes;ADJ;0.14;13
accueillants;ADJ;0.25;12
accueille;VER;4.58;9
accueillent;VER;0.9;11
accueillera;VER;1.07;11
accueillerai;VER;0.25;12
accueilleraient;VER;0.17;15
accueillerait;VER;0.16;13
accueilleras;VER;0.01;12
accueillerez;VER;0.24;12
accueilleriez;VER;0.02;13
accueillerons;VER;0.13;13
accueilleront;VER;0.1;13
accueilles;VER;0.22;10
accueillez;VER;0.97;10
accueilli;VER;3.79;9
accueillie;VER;0.65;10
accueillies;VER;0.05;11
accueillir;VER;14.39;10
accueillirent;VER;0.03;13
accueillis;VER;0.98;10
accueillit;VER;0.5;10
accueillons;VER;1.88;11
accueillît;VER;0;10
accueils;NOM;0;8
accula;VER;0;6
acculaient;VER;0;10
acculais;VER;0;8
acculait;VER;0;8
acculant;VER;0;8
accule;VER;0.29;6
acculent;VER;0.01;8
acculer;VER;0.13;7
acculera;VER;0.01;8
acculeraient;VER;0;12
acculez;VER;0.04;7
acculturation;NOM;0.01;13
acculât;VER;0;7
acculèrent;VER;0;10
acculé;VER;0.43;6
acculé;ADJ;0.01;6
acculée;VER;0.04;7
acculées;VER;0.01;8
acculés;VER;0.06;7
acculés;ADJ;0;7
accumula;VER;0;8
accumulai;VER;0;9
accumulaient;VER;0.04;12
accumulais;VER;0.02;10
accumulait;VER;0.04;10
accumulant;VER;0.24;10
accumulateur;NOM;0.03;12
accumulateurs;NOM;0;13
accumulation;NOM;0.67;12
accumulations;NOM;0;13
accumule;VER;1.01;8
accumulent;VER;0.77;10
accumuler;VER;0.85;9
accumulerez;VER;0.01;11
accumulez;VER;0.23;9
accumulèrent;VER;0;12
accumulé;VER;0.55;8
accumulée;VER;0.09;9
accumulées;VER;0.3;10
accumulés;VER;0.3;9
accus;NOM;0.11;5
accusa;VER;0.18;6
accusai;VER;0.03;7
accusaient;VER;0.09;10
accusais;VER;0.29;8
accusait;VER;1.57;8
accusant;VER;0.68;8
accusateur;ADJ;0.2;10
accusateur;NOM;0.25;10
accusateurs;ADJ;0.12;11
accusateurs;NOM;0.1;11
accusatif;NOM;0.11;9
accusation;NOM;12.62;10
accusations;NOM;7.11;11
accusatoire;ADJ;0.01;11
accusatrice;ADJ;0;11
accusatrices;NOM;0;12
accuse;VER;13.28;6
accusent;VER;1.77;8
accuser;VER;10.06;7
accusera;VER;0.65;8
accuseraient;VER;0.03;12
accuserais;VER;0.42;10
accuserait;VER;0.3;10
accuserez;VER;0.04;9
accuseriez;VER;0.03;10
accuserions;VER;0;11
accuserons;VER;0.02;10
accuseront;VER;0.22;10
accuses;VER;2.72;7
accusez;VER;3.22;7
accusiez;VER;0.13;8
accusions;VER;0.01;9
accusons;VER;0.16;8
accusât;VER;0;7
accusèrent;VER;0.01;10
accusé;VER;11.73;6
accusé;ADJ;1.37;6
accusé;NOM;8.84;6
accusée;VER;3.2;7
accusée;ADJ;0.51;7
accusée;NOM;2.2;7
accusées;VER;0.33;8
accusées;ADJ;0.01;8
accusées;NOM;0.01;8
accusés;VER;1.57;7
accusés;ADJ;0.28;7
accusés;NOM;2.69;7
accède;VER;0.95;6
accèdent;VER;0.06;8
accèdes;VER;0.04;7
accès;NOM;29.53;5
accéda;VER;0.03;6
accédai;VER;0;7
accédaient;VER;0;10
accédais;VER;0.04;8
accédait;VER;0.22;8
accédant;VER;0.03;8
accéder;VER;6.29;7
accédera;VER;0.05;8
accéderai;VER;0.03;9
accéderaient;VER;0;12
accéderais;VER;0.02;10
accéderait;VER;0.01;10
accéderas;VER;0.02;9
accédez;VER;0.11;7
accédons;VER;0;8
accédâmes;VER;0;9
accédé;VER;0.68;6
accélère;VER;7.32;8
accélèrent;VER;0.23;10
accélères;VER;0.31;9
accéléra;VER;0.14;8
accélérai;VER;0;9
accéléraient;VER;0;12
accélérais;VER;0.11;10
accélérait;VER;0.13;10
accélérant;ADJ;0.21;10
accélérant;VER;0.22;10
accélérants;ADJ;0.02;11
accélérateur;ADJ;0.3;12
accélérateur;NOM;2.16;12
accélérateurs;ADJ;0.02;13
accélérateurs;NOM;0.06;13
accélération;NOM;1.46;12
accélérations;NOM;0.04;13
accélératrice;ADJ;0.01;13
accélérer;VER;4.41;9
accélérera;VER;0.02;10
accélérerait;VER;0.08;12
accéléreras;VER;0.01;11
accélérez;VER;1.39;9
accélériez;VER;0.01;10
accélérons;VER;0.15;10
accélérèrent;VER;0;12
accéléré;VER;0.95;8
accéléré;ADJ;0.27;8
accéléré;NOM;0.67;8
accélérée;VER;0.23;9
accélérées;VER;0.05;10
accélérés;VER;0.01;9
accélérés;ADJ;0.01;9
ace;NOM;2.48;3
acellulaire;ADJ;0.03;11
acerbe;ADJ;0.13;6
acerbes;ADJ;0.03;7
acerbité;NOM;0.02;8
acetabulum;NOM;0.01;10
achalandage;NOM;0;11
achalandaient;VER;0;13
achalandé;ADJ;0.01;9
achalandée;ADJ;0.01;10
achalandées;ADJ;0;11
achalandés;VER;0.01;10
achalandés;ADJ;0;10
achaler;VER;0.01;7
achards;NOM;0.03;7
acharna;VER;0.01;7
acharnai;VER;0;8
acharnaient;VER;0.03;11
acharnais;VER;0.01;9
acharnait;VER;0.11;9
acharnant;VER;0;9
acharne;VER;0.86;7
acharnement;NOM;0.6;11
acharnements;NOM;0;12
acharnent;VER;0.23;9
acharner;VER;0.35;8
acharnera;VER;0.01;9
acharnerai;VER;0.02;10
acharnerait;VER;0.01;11
acharnes;VER;0.26;8
acharnez;VER;0.1;8
acharnèrent;VER;0;11
acharné;VER;0.46;7
acharné;ADJ;0.59;7
acharnée;VER;0.2;8
acharnée;ADJ;0.66;8
acharnées;VER;0;9
acharnées;ADJ;0.02;9
acharnés;VER;0.33;8
acharnés;ADJ;0.34;8
achat;NOM;5.2;5
achats;NOM;4.55;6
ache;NOM;0;4
achemina;VER;0.01;8
acheminai;VER;0;9
acheminaient;VER;0;12
acheminait;VER;0.01;10
acheminant;VER;0.02;10
achemine;VER;0.08;8
acheminement;NOM;0.2;12
acheminent;VER;0.01;10
acheminer;VER;0.55;9
achemineront;VER;0;12
acheminons;VER;0;10
acheminâmes;VER;0;11
acheminèrent;VER;0;12
acheminé;VER;0.04;8
acheminée;VER;0.05;9
acheminées;VER;0.03;10
acheminés;VER;0.02;9
aches;NOM;0;5
acheta;VER;0.37;6
achetable;ADJ;0;9
achetai;VER;0.28;7
achetaient;VER;0.64;10
achetais;VER;1.32;8
achetait;VER;3.43;8
achetant;VER;1.23;8
achetassent;VER;0;11
acheter;VER;115.27;7
acheteur;NOM;3.89;8
acheteurs;NOM;2.5;9
acheteuse;NOM;0.16;9
acheteuses;NOM;0.02;10
achetez;VER;10.51;7
achetiez;VER;0.28;8
achetions;VER;0.06;9
achetons;VER;1.38;8
achetâmes;VER;0;9
achetât;VER;0;7
achetèrent;VER;0.06;10
acheté;VER;72.38;6
achetée;VER;8.67;7
achetées;VER;1.9;8
achetés;VER;3.52;7
acheva;VER;0.23;6
achevai;VER;0.01;7
achevaient;VER;0.12;10
achevais;VER;0;8
achevait;VER;0.34;8
achevant;VER;0.02;8
achever;VER;6.49;7
achevez;VER;1;7
acheviez;VER;0.01;8
achevions;VER;0;9
achevons;VER;0.07;8
achevâmes;VER;0;9
achevât;VER;0;7
achevèrent;VER;0.01;10
achevé;VER;2.7;6
achevé;ADJ;0.59;6
achevée;VER;1.54;7
achevée;ADJ;0.79;7
achevées;VER;0.14;8
achevées;ADJ;0.19;8
achevés;VER;0.08;7
achevés;ADJ;0.04;7
achillée;NOM;0.01;8
achondroplasie;NOM;0.03;14
achondroplasies;NOM;0.01;15
achoppa;VER;0;7
achoppai;VER;0;8
achoppaient;VER;0;11
achoppais;VER;0;9
achoppait;VER;0;9
achoppe;VER;0;7
achoppement;NOM;0.01;11
achopper;VER;0.01;8
achoppé;VER;0;7
achoppée;VER;0;8
achète;VER;39.82;6
achètent;VER;5.44;8
achètera;VER;3.98;8
achèterai;VER;7.09;9
achèteraient;VER;0.03;12
achèterais;VER;1.75;10
achèterait;VER;1.02;10
achèteras;VER;1.55;9
achèterez;VER;0.48;9
achèteriez;VER;0.17;10
achèterions;VER;0;11
achèterons;VER;0.47;10
achèteront;VER;0.31;10
achètes;VER;7.28;7
achève;VER;8.31;6
achèvement;NOM;0.52;10
achèvements;NOM;0;11
achèvent;VER;0.14;8
achèvera;VER;1;8
achèverai;VER;0.06;9
achèveraient;VER;0;12
achèverait;VER;0.1;10
achèverez;VER;0.02;9
achèverons;VER;0.06;10
achèveront;VER;0.13;10
achèves;VER;0.39;7
achélème;NOM;0;8
achélèmes;NOM;0;9
acid jazz;NOM;0.03;9
acide;ADJ;1.86;5
acide;NOM;8.44;5
acides;ADJ;0.64;6
acides;NOM;1.02;6
acidité;NOM;0.27;7
acidités;NOM;0.02;8
acidocétose;NOM;0.08;11
acidose;NOM;0.22;7
acidulé;VER;0.02;7
acidulé;ADJ;0.02;7
acidulée;VER;0.01;8
acidulée;ADJ;0.04;8
acidulées;VER;0;9
acidulées;ADJ;0.01;9
acidulés;VER;0;8
acidulés;ADJ;0.08;8
acier;NOM;13.85;5
aciers;NOM;0.03;6
aciérie;NOM;0.67;7
aciéries;NOM;1.53;8
acmé;NOM;0.01;4
acné;NOM;1.9;4
acnéiques;ADJ;0;9
acnés;NOM;0;5
acolyte;NOM;0.75;7
acolytes;NOM;0.7;8
acompte;NOM;3.33;7
acomptes;NOM;0.34;8
aconiers;NOM;0;8
aconit;NOM;0.14;6
acoquina;VER;0.01;8
acoquine;VER;0.04;8
acoquiner;VER;0.12;9
acoquiné;VER;0.03;8
acoquinée;VER;0.02;9
acoquinés;VER;0.01;9
acouphène;NOM;0.18;9
acoustique;ADJ;0.49;10
acoustique;NOM;0.55;10
acoustiques;ADJ;0.07;11
acoustiques;NOM;0.02;11
acqua-toffana;NOM;0;13
acquerra;VER;0.01;8
acquerrai;VER;0.01;9
acquerraient;VER;0;12
acquerront;VER;0.01;10
acquiers;VER;0.04;8
acquiert;VER;0.68;8
acquiesce;VER;0.33;9
acquiescement;NOM;0.15;13
acquiescements;NOM;0;14
acquiescent;VER;0.26;11
acquiescer;VER;0.18;10
acquiesceront;VER;0;13
acquiesces;VER;0.02;10
acquiescèrent;VER;0;13
acquiescé;VER;0.31;9
acquiesça;VER;0.01;9
acquiesçai;VER;0;10
acquiesçaient;VER;0;13
acquiesçais;VER;0.02;11
acquiesçait;VER;0;11
acquiesçant;VER;0.02;11
acquiesçons;VER;0;11
acquirent;VER;0;9
acquis;ADJ;0.81;6
acquis;NOM;0.29;6
acquis;VER;3.52;6
acquise;ADJ;0.36;7
acquise;VER;1.05;7
acquises;ADJ;0.19;8
acquises;VER;0.34;8
acquisition;NOM;1.35;11
acquisitions;NOM;0.81;12
acquit;NOM;0.29;6
acquit;VER;0.05;6
acquits;NOM;0;7
acquitta;VER;0;8
acquittai;VER;0;9
acquittaient;VER;0;12
acquittais;VER;0;10
acquittait;VER;0.04;10
acquittant;VER;0.01;10
acquitte;VER;1.17;8
acquittement;NOM;0.6;12
acquittent;VER;0.07;10
acquitter;VER;1.13;9
acquittera;VER;0.04;10
acquitterai;VER;0.01;11
acquitterais;VER;0.01;12
acquitterait;VER;0.03;12
acquitterez;VER;0.03;11
acquittes;VER;0.14;9
acquittez;VER;0.16;9
acquittions;VER;0.01;11
acquittât;VER;0;9
acquitté;VER;1.92;8
acquitté;ADJ;0.14;8
acquitté;NOM;0.23;8
acquittée;VER;0.26;9
acquittée;ADJ;0.02;9
acquittés;VER;0.27;9
acquittés;ADJ;0.02;9
acquittés;NOM;0.12;9
acquière;VER;0.04;8
acquièrent;VER;0.12;10
acquéraient;VER;0.1;11
acquérais;VER;0.01;9
acquérait;VER;0.11;9
acquérant;VER;0.05;9
acquéreur;NOM;0.23;9
acquéreurs;NOM;0.35;10
acquérions;VER;0;10
acquérir;VER;2.15;8
acquérons;VER;0.01;9
acquêt;NOM;0;6
acquêts;NOM;0.14;7
acra;NOM;0.27;4
acre;NOM;0.27;4
acres;NOM;0.56;5
acrimonie;NOM;0.06;9
acrimonieuse;ADJ;0.01;12
acrimonieusement;ADV;0;16
acrimonieuses;ADJ;0;13
acrimonieux;ADJ;0.02;11
acrobate;NOM;1.46;8
acrobates;NOM;0.89;9
acrobatie;NOM;0.32;9
acrobaties;NOM;0.5;10
acrobatique;ADJ;0.31;11
acrobatiquement;ADV;0.01;15
acrobatiques;ADJ;0.17;12
acrocéphale;ADJ;0;11
acromion;NOM;0.01;8
acronyme;NOM;0.19;8
acrophobie;NOM;0.08;10
acropole;NOM;0;8
acrostiche;NOM;0.02;10
acrotère;NOM;0;8
acrylique;ADJ;0.21;9
acrylique;NOM;0.4;9
acryliques;ADJ;0.01;10
acryliques;NOM;0.1;10
acrylonitrile;NOM;0.01;13
acré;ONO;0;4
acta;VER;0;4
acte;NOM;39.19;4
actes;NOM;17.62;5
acteur;NOM;30.51;6
acteurs;NOM;17.92;7
actif;ADJ;4.12;5
actif;NOM;0.84;5
actifs;ADJ;1.33;6
actifs;NOM;0.74;6
actine;NOM;0.01;6
actinies;NOM;0;8
action;NOM;49.97;6
action painting;NOM;0;15
actionna;VER;0;8
actionnai;VER;0;9
actionnaient;VER;0.14;12
actionnaire;NOM;1.21;11
actionnaires;NOM;2.51;12
actionnais;VER;0.01;10
actionnait;VER;0;10
actionnant;VER;0.02;10
actionnariat;NOM;0.01;12
actionne;VER;0.65;8
actionnement;NOM;0.01;12
actionnent;VER;0.04;10
actionner;VER;0.43;9
actionneront;VER;0;12
actionneur;NOM;0.01;10
actionnez;VER;0.34;9
actionnât;VER;0;9
actionné;VER;0.2;8
actionnée;VER;0.05;9
actionnées;VER;0;10
actionnés;VER;0.14;9
actions;NOM;19.3;7
actions;VER;0.29;7
activa;VER;0;6
activai;VER;0;7
activaient;VER;0.1;10
activait;VER;0.05;8
activant;ADJ;0;8
activant;VER;0.1;8
activateur;NOM;0.1;10
activation;NOM;2.21;10
activations;NOM;0.07;11
active;ADJ;4.21;6
active;VER;2.98;6
activement;ADV;1.18;10
activent;VER;0.15;8
activer;VER;2.98;7
activera;VER;0.13;8
activerai;VER;0.06;9
activerait;VER;0.02;10
